,row_id,x,y
65,4861227,9.0865,4.5561
66,3432158,1.7056,3.0549
67,22612660,2.4956,6.1723
68,3410842,4.7418,7.7433
69,21264697,8.612,7.9075
70,21170895,9.5786,3.9941
71,2423598,4.3281,8.0567
72,22307371,0.6655,2.4429
73,14637362,4.0806,1.5563
74,2375007,4.5782,7.2032
75,2363560,7.803,5.3868
76,3253770,7.2881,5.4951
77,10580285,5.4208,7.901
78,12131185,6.6197,5.5204
79,25759741,1.3301,3.5557
80,22073233,7.2947,2.1738
81,1453475,7.5105,3.8877
82,15808079,4.0465,0.269
83,8398132,1.9759,0.961
84,22144351,1.9711,9.7076
85,17627082,5.4073,5.4777
86,20346446,4.9424,3.1637
87,16383012,7.9512,5.0776
88,5591691,5.9099,7.861
89,20227588,0.9817,3.9568
90,29022994,3.197,4.3199
91,4435339,7.4641,5.9367
92,3595008,4.4654,9.0446
93,24461370,5.374,7.2496
94,1854147,2.2521,2.3967
95,5067103,9.1723,6.5083
96,25388737,9.9618,9.5692
97,26825131,8.2003,5.875
98,7674925,4.8219,7.2478
99,4036220,1.4262,0.4718
100,16319037,2.7111,0.2985
101,25672227,2.0492,5.0376
102,514979,5.6795,4.8291
103,7133661,1.0024,6.9943
104,17412335,9.291,3.0573
105,11439704,4.0834,7.1838
106,2156221,3.0732,9.8845
107,2762723,7.8942,3.8673
108,26880397,3.2757,5.9388
109,6439702,1.3513,1.1595
110,27527871,2.2136,4.0139
111,13335218,5.7339,0.2958
112,16873773,9.1775,8.2927
113,759406,0.5429,8.5609
114,2517557,9.1543,5.4629
115,17115711,9.0587,6.9493
116,6041982,8.6775,9.3615
117,4725015,6.9428,5.4777
118,4159796,4.682,6.8709
119,17429297,7.6553,8.7374
120,7512555,4.2428,8.0157
121,18723867,3.6012,7.8201
122,28616695,3.2958,7.81
123,19020439,7.3509,5.6949
124,12618621,4.416,1.0574
125,3255432,2.6818,2.1943
126,21572302,2.3302,8.9807
127,8579471,4.508,2.9476
128,16256389,6.357,1.0863
129,21203928,8.9498,6.2389
130,1261182,7.8154,1.5054
131,20817938,8.0754,4.4675
132,19214815,4.613,3.7641
133,2464229,5.7942,7.8335
134,17911809,6.5726,0.9509
135,26327725,4.9945,1.1351
136,6550932,7.5582,3.1324
137,2431882,4.8526,9.8505
138,22664276,5.5135,3.1486
139,20994996,3.1895,2.799
140,3504362,4.9012,7.2557
141,21672317,9.8767,0.3492
142,21012240,5.1743,0.2536
143,18590500,5.301,4.0241
144,6575119,5.7005,6.3483
145,9996315,0.4038,5.7059
146,28522324,8.7674,3.9885
147,14258970,1.8778,7.6896
148,16718062,2.5097,5.8868
149,24076943,8.3638,1.5479
150,5372384,2.311,8.8431
151,14539508,8.0243,2.8398
152,17294103,3.48,7.3106
153,8825265,4.6251,2.3023
154,8704367,4.0111,2.7368
155,3243477,9.2937,0.425
156,14313582,1.3214,0.9754
157,21115435,2.1772,8.5795
158,1808351,4.9991,8.1032
159,21360330,4.9379,8.4178
160,11957730,5.2026,4.7708
161,10190816,2.0667,8.8405
162,3266395,8.3582,6.8831
163,15678080,3.8459,8.1227
164,5849826,0.4274,4.4354
165,16738670,8.7132,3.1981
166,10967183,7.5348,0.9227
167,18625026,6.2865,4.5647
168,23125652,6.7185,4.4977
169,2799564,9.8765,1.7695
170,27513615,3.7065,4.9922
171,13597031,8.3587,9.4716
172,7765456,6.9243,2.8527
173,15507854,2.1067,5.9598
174,27951850,5.0017,8.0922
175,7614612,4.7262,2.8518
176,4044197,0.4589,2.2072
177,25960790,3.394,9.2027
178,7025355,3.4823,0.641
179,17040827,2.9562,3.9841
180,10714286,4.121,2.7517
181,17351571,3.7081,9.8365
182,12381394,2.8831,8.0703
183,19488057,3.5011,8.3643
184,10898242,1.2984,7.3965
185,22584316,7.231,3.8869
186,264986,7.4544,5.5167
187,21868401,7.6495,3.8554
188,20529148,0.0963,4.2801
189,15607232,8.4615,1.7101
190,3993608,4.2546,9.9488
191,13575037,1.894,8.1372
192,12000364,5.2831,8.8186
193,16312235,3.0817,5.3918
194,23374275,4.0718,5.7417
195,23205430,8.9158,3.036
196,15369162,0.9537,7.7555
197,3833896,4.6274,5.9487
198,27052052,3.0698,8.6684
199,26090315,3.7708,7.2094
200,4204705,8.7194,8.6263
201,6139975,4.4824,1.9751
202,25843885,9.3798,0.7195
203,52268,6.1618,1.1863
204,16849448,5.8168,2.868
205,15004248,1.8615,8.9644
206,25272864,2.808,8.9124
207,3112721,1.9659,5.9678
208,18578087,0.5288,7.3239
209,23396729,8.3722,7.295
210,1154596,0.8553,9.4583
211,11946173,2.3986,4.6094
212,9760145,4.7355,3.2858
213,12626184,3.3602,6.7289
214,12592247,1.8916,2.425
215,25629487,0.6483,7.5057
216,6905728,7.8799,1.722
217,28032216,3.1048,6.3584
218,15107962,6.4295,0.1804
219,17647865,6.8877,3.7533
220,13052946,2.7475,8.392
221,12219586,5.9764,2.6604
222,7849499,6.8465,6.0348
223,11950191,0.032,1.7303
224,22378207,5.1146,1.3511
225,28788179,1.1774,7.7849
226,367731,9.8579,7.6672
227,25880707,8.624,6.2176
228,22903415,1.4797,4.3693
229,18610337,5.1266,9.5285
230,16227864,8.3004,8.1586
231,22023008,8.2056,0.4617
232,17046551,3.9327,3.368
233,22769438,3.7567,4.8728
234,17105245,9.5537,2.2051
235,1193580,1.5223,0.2705
236,25332160,2.4917,7.7387
237,14704155,0.6201,6.4977
238,90938,2.8796,6.785
239,27496508,2.258,0.3766
240,7143196,9.8067,1.3802
241,26302532,2.3366,2.4972
242,26278481,1.6901,7.2056
243,6315759,9.058,9.7312
244,10931859,5.4317,8.5706
245,10324534,3.9519,3.9904
246,28884922,2.2007,8.3616
247,8593041,9.8605,9.2755
248,1106821,1.3403,0.059
249,3253429,0.522,0.0335
250,23890570,8.7917,5.6637
251,14846082,2.9713,2.1015
252,17365883,2.4538,0.225
253,3669291,2.9082,6.3279
254,14903282,7.5236,7.6718
255,4254731,1.1438,6.7532
256,26271467,6.9127,0.3024
257,1187837,8.4992,7.1294
258,15314763,0.6328,1.7634
259,11918230,0.814,2.9289
260,19263946,3.9089,9.0854
261,16143002,4.5666,6.6854
262,24830137,8.3185,7.2342
263,4081680,0.7333,6.8982
264,8001584,9.8034,5.7599
265,19010838,6.5326,3.7489
266,21666722,4.0781,9.4499
267,13939571,6.4412,8.1215
268,11014041,4.7435,5.5251
269,4399683,6.812,1.6049
270,12274117,4.1814,5.3719
271,6202010,9.7414,3.3073
272,25866796,3.3909,0.4594
273,27550347,7.125,4.0235
274,4474913,2.2677,6.0141
275,8240628,6.6953,1.7947
276,774603,0.8196,5.5115
277,10380119,9.2862,8.9995
278,6606404,1.5745,3.2749
279,802852,2.5157,6.9851
280,22305909,6.6071,6.611
281,15727163,1.6775,1.4185
282,26255093,0.021,6.8368
283,22273091,8.285,5.409
284,4241534,3.3199,8.9514
285,250263,4.7608,5.4121
286,3477460,0.9882,6.9397
287,26602432,6.2441,6.7895
288,5673385,6.75,9.5556
289,29005987,9.4835,8.976
290,26067500,9.2879,0.0529
291,22552903,3.4166,1.4425
292,23096452,3.7902,2.9036
293,1617788,8.0416,0.0014
294,803214,9.684,9.4138
295,4541298,7.1388,2.3036
296,10216946,5.8442,3.5297
297,1968615,9.5076,8.019
298,1946495,0.1655,4.2728
299,5213497,0.5597,3.1284
300,15721839,2.5826,7.2657
301,2585915,1.0635,2.1806
302,8457487,7.2994,5.4578
303,27131161,5.6162,4.0811
304,2432981,7.5826,7.1553
305,26270494,0.2339,5.1014
306,3359035,6.2351,4.9683
307,27005901,3.7395,8.452
308,28038515,2.1112,6.3155
309,24527955,4.4706,5.2516
310,9798539,5.6145,5.1733
311,21391760,2.1441,5.0676
312,18162224,5.1835,2.6576
313,17663091,8.8001,6.826
314,9765415,7.739,5.0732
315,11578007,6.4216,3.3549
316,21980220,7.3999,7.9465
317,3861696,4.5932,4.2588
318,25104808,6.2477,0.2604
319,5958174,1.7099,2.1697
320,22166369,9.5775,7.1021
321,28827526,9.3469,5.1768
322,18151240,6.4837,8.0602
323,13152457,7.8929,9.7889
324,17452157,1.6743,6.286
325,1931221,7.7009,3.5011
326,27324267,4.2782,7.5241
327,1625085,0.2164,1.5506
328,3976770,9.494,9.3953
329,11150741,6.9372,7.4289
330,17327618,6.313,1.2933
331,15156628,8.9575,6.1037
332,24906407,6.3485,3.6035
333,26675265,9.9864,1.591
334,4292205,2.0168,9.7153
335,25564620,5.5408,6.1796
336,20026657,9.3936,5.8388
337,26795750,3.6107,2.4186
338,24488574,1.6232,5.0038
339,13826482,2.0196,6.8046
340,16761796,9.3786,3.1882
341,6202388,0.5899,2.1665
342,8776287,5.7987,4.8322
343,9590759,2.1715,9.326
344,4913804,1.5274,3.6852
345,13422936,6.8635,9.4176
346,16594004,4.6965,9.2341
347,16091150,0.2141,4.8631
348,187690,1.2501,2.0728
349,5037745,8.0135,4.5746
350,28302364,5.9123,8.8073
351,2871899,3.6169,2.8516
352,15767931,6.3476,7.1558
353,16475502,4.2972,3.8203
354,24966938,9.2378,4.5342
355,19804466,2.5795,1.903
356,19442323,2.4601,7.0005
357,25516136,9.3592,5.7362
358,9245347,8.4411,3.0101
359,24208447,5.254,4.0073
360,3758598,2.6103,4.6934
361,883575,9.9521,5.669
362,362856,9.8687,9.5998
363,3833950,6.0292,7.8784
364,6137218,6.7197,4.6981
365,4112202,8.6657,5.6681
366,5381329,8.1675,8.9088
367,12218077,2.6815,8.8629
368,7825547,1.7809,8.681
369,17795879,0.1856,8.8876
370,3015720,1.1248,9.3659
371,22976958,4.2936,3.5674
372,15577618,0.6406,3.2151
373,1786623,6.3875,1.9982
374,15222451,4.8613,9.0721
375,20580834,2.8698,5.8929
376,20342437,2.9465,4.8356
377,21943466,8.6709,3.0598
378,2763014,1.7074,0.7802
379,2442383,8.5436,7.4472
380,1363013,4.4611,7.7872
381,19307212,9.5682,5.1071
382,2019405,6.9241,1.793
383,15229429,8.4553,7.864
384,10222447,9.5638,0.7331
385,72003,4.7328,1.6881
386,28514490,9.0779,6.455
387,8829630,8.258,3.3536
388,12817286,1.7436,4.6344
389,21186705,5.7745,1.1924
390,19743339,5.7456,0.2878
391,26652417,1.7737,3.8564
392,26797010,6.9621,2.5573
393,24522700,1.8122,9.7758
394,6790192,7.7012,0.4038
395,15600602,8.6497,2.5212
396,19494172,1.3869,1.1092
397,6793216,7.3759,6.6181
398,11359094,0.88,3.2072
399,28085569,6.0327,0.6103
400,23606827,5.1495,4.1426
401,8380357,4.053,0.2549
402,26903256,8.8806,1.1286
403,21914432,3.0212,1.8446
404,20797215,9.7379,3.5065
405,13960481,2.6157,3.2442
406,27496813,6.7539,6.8784
407,7911129,5.7626,8.6749
408,18418845,8.7041,5.2147
409,15505593,8.9356,9.9023
410,15002345,5.7109,5.7192
411,6439296,4.1579,0.6302
412,15164246,6.5838,1.0665
413,9384219,4.8184,0.2398
414,17826791,8.8598,4.9344
415,19504075,1.9411,9.9433
416,18040975,0.6168,4.5384
417,4231780,5.3452,0.383
418,5940134,7.3172,3.0689
419,10655618,3.7408,8.7149
420,2033086,6.7414,2.5114
421,21045887,1.0734,9.6433
422,20164899,2.531,9.1774
423,12717497,0.2641,8.9903
424,27308184,1.0463,1.1846
425,25067196,8.978,5.4747
426,10247713,3.5008,1.1917
427,6703964,6.7728,0.1294
428,8101781,8.9947,2.0937
429,27786289,9.8514,5.7786
430,21620646,6.6118,8.7082
431,24224201,2.298,6.1681
432,5078561,8.8618,7.881
433,7058332,7.6354,4.1338
434,322558,0.9962,4.7321
435,8213446,8.4183,6.6774
436,8973803,9.8773,0.306
437,14978226,3.0344,7.6901
438,5537159,6.9584,3.0324
439,4221618,0.6942,7.884
440,841166,5.7975,4.3538
441,2708001,6.3167,8.5665
442,25104354,5.8918,0.2195
443,28368565,0.4689,3.0005
444,13464155,6.7299,6.759
445,24557581,2.0628,2.0589
446,27482472,4.319,9.9628
447,17923992,8.0391,2.9404
448,24519737,4.4032,1.91
449,23962280,2.6756,2.3246
450,21944179,8.7838,2.0396
451,5165449,9.0445,3.4307
452,21818630,4.1621,5.5075
453,17799225,4.6484,2.4402
454,25265195,9.0818,8.3888
455,19428981,8.2559,3.7104
456,5364507,8.215,4.2012
457,22876,5.7781,7.459
458,11969474,0.8502,8.1708
459,4440961,5.5821,4.817
460,17578680,5.8803,7.7628
461,15179760,9.3881,5.4686
462,1959688,6.5326,2.1632
463,298782,8.3836,8.7373
464,15850080,8.7037,1.2058
465,27394202,6.0937,0.9058
466,1463052,0.589,5.1574
467,2273129,5.9991,9.59
468,8687783,7.6232,5.209
469,20474618,1.6849,2.0222
470,27551477,5.2997,7.3009
471,3601552,7.1793,8.518
472,10997245,6.6259,9.1941
473,1855804,5.7604,4.9341
474,17486261,7.6257,9.0419
475,23793820,1.2525,7.2239
476,17944509,3.8128,1.465
477,25523052,6.8252,2.5719
478,6781917,6.7234,8.4076
479,6614774,2.6233,8.3901
480,21858575,9.8693,2.7936
481,25844171,4.2483,1.8227
482,1147995,3.5009,9.4743
483,14024743,7.6974,2.8313
484,13294080,1.3731,2.6787
485,13588457,8.819,9.5525
486,3820393,8.0718,5.5117
487,22527912,3.406,9.8412
488,8137745,9.7403,3.0137
489,9015533,6.2167,7.0891
490,7665381,2.4823,5.1842
491,2877347,7.3064,3.8527
492,4578961,6.1419,7.4127
493,2271837,0.6061,2.4501
494,24580840,9.963,8.5478
495,25961765,6.7542,8.2671
496,3488073,4.5102,9.4078
497,26689613,8.6822,1.7484
498,19576805,6.9089,1.2798
499,15202359,4.3492,8.8323
500,19588222,8.4413,0.7716
501,1927151,2.8208,0.709
502,8499624,8.9571,9.6759
503,18751736,4.5029,6.024
504,6224961,0.6104,0.6679
505,14390421,1.749,8.1691
506,13741262,2.1005,7.3215
507,7043573,8.3974,3.177
508,16340097,1.0609,9.5862
509,12318201,2.3253,3.2843
510,13053195,4.4898,0.7676
511,25365579,4.0651,4.878
512,10715293,3.9434,7.3049
513,25270248,3.3749,8.0714
514,27911172,3.819,0.0413
515,12369836,6.3629,2.4564
516,2705807,7.6918,7.1782
517,3718895,6.4091,1.4506
518,18416605,3.6019,9.1443
519,1628026,6.191,9.2258
520,13403377,3.8234,6.3377
521,22824221,0.7079,5.9861
522,27639737,1.9792,7.8273
523,23344940,6.6932,0.0134
524,27256061,1.6513,2.4724
525,11750121,3.1628,1.8098
526,26374146,6.3117,2.2475
527,9726585,3.1045,4.6469
528,1438330,2.5963,9.01
529,9026624,3.8838,8.6291
530,15589365,4.514,5.8487
531,20025540,3.5275,4.3337
532,21768154,9.6003,5.3075
533,8915926,8.1346,4.0457
534,3767737,5.3638,6.1273
535,23762647,2.3041,7.8079
536,18530662,7.6645,0.467
537,24354089,4.2444,5.4795
538,25757229,3.9679,1.274
539,28423851,0.1077,5.7966
540,14154686,2.8214,8.6581
541,20936081,7.0225,7.996
542,1443029,5.1369,8.5209
543,15998791,0.3817,1.1786
544,11873857,4.9307,0.9223
545,16358812,5.593,8.0588
546,26900966,2.982,8.9921
547,29105228,9.6352,5.2517
548,5590534,1.1591,9.1748
549,24656353,8.8017,3.983
550,10143356,0.6678,5.579
551,9799176,4.4095,1.7981
552,26236703,1.606,1.9405
553,27451021,7.4587,7.1038
554,26549631,6.8812,5.6276
555,2762814,9.2673,2.1033
556,1563591,7.3088,0.9241
557,16047448,2.5571,4.9653
558,26612524,7.006,7.4359
559,2063945,9.0067,3.4918
560,24768881,2.7403,1.4914
561,3869799,2.0232,8.9571
562,1240864,5.5018,4.783
563,27883527,7.6801,5.897
564,15466611,1.5406,0.2945
565,3306076,7.3749,1.2722
566,14206713,0.4539,8.1484
567,699693,2.8782,5.2614
568,13180126,7.5959,2.799
569,10590235,4.2983,5.8406
570,5304552,6.758,3.9539
571,23607563,1.4886,6.1445
572,65072,3.4455,4.2744
573,8453594,9.8406,9.5929
574,10214890,6.5397,3.2156
575,25239069,8.1629,1.0518
576,18598264,4.483,0.6061
577,10506751,3.7498,7.9227
578,14997898,3.4583,1.3409
579,26836812,8.5924,7.6516
580,7477402,5.5593,1.5597
581,5067765,3.815,0.8854
582,25027694,2.2697,7.0497
583,20377566,4.4479,2.5867
584,23269272,5.9216,3.2426
585,12302303,4.5521,1.8744
586,21943842,5.1581,0.6969
587,27665394,5.4409,2.3641
588,20607341,2.441,7.26
589,27617072,2.4841,8.4447
590,3200402,8.9626,4.088
591,13847532,0.0537,9.8455
592,20499844,9.5917,0.8179
593,14672836,3.362,2.2988
594,16928800,0.5428,4.5094
595,1117318,5.3462,6.3075
596,24987217,4.3079,7.8337
597,1022625,3.2418,4.9229
598,8120041,6.7594,6.8372
599,27762358,4.4553,8.1216
600,20479041,6.7755,4.7821
601,20521984,5.1879,6.1204
602,1617507,2.5932,0.7951
603,2551061,5.0808,0.8139
604,22182337,4.2636,6.0269
605,22029698,2.2884,4.2209
606,20624860,7.646,6.327
607,27845341,1.412,7.6548
608,26869282,5.8136,8.1671
609,13824921,3.8984,7.7986
610,1897138,2.0658,0.5862
611,2059192,1.6631,3.9032
612,20808991,5.8981,5.9154
613,233836,1.6935,4.3575
614,15296961,1.003,8.8923
615,8506853,5.401,1.4578
616,10194108,6.1763,9.4715
617,3812483,9.9755,2.5704
618,19734815,9.7791,3.4124
619,4046006,3.8662,1.5504
620,6535780,7.4928,5.5733
621,16956131,3.4979,7.4025
622,14537761,5.6386,0.7894
623,22284227,8.6744,9.8847
624,2002344,2.0177,4.6343
625,11987322,9.3575,7.2908
626,11387164,7.8196,6.4418
627,3273820,1.5694,0.2047
628,12403298,8.3541,9.9688
629,26433398,0.9455,1.4905
630,19146257,2.9552,2.1124
631,12101297,4.749,2.3425
632,435071,5.5256,7.9273
633,22612302,0.2298,1.3715
634,1459651,3.3377,5.3016
635,1712115,4.1467,2.4784
636,2299478,3.1265,8.4428
637,17811090,9.6198,6.4979
638,10214307,7.497,4.4382
639,7428198,4.6211,5.2723
640,11385223,0.3291,8.0663
641,15738338,5.9757,9.5635
642,28605541,1.1263,2.1994
643,649001,7.5235,6.4679
644,7473665,4.0716,6.2469
645,12425561,5.3883,6.9315
646,6904052,2.6002,7.4272
647,2828836,9.7462,4.712
648,1234615,7.6607,6.4826
649,5188563,2.2607,6.5758
650,16261194,7.4355,8.3845
651,8051036,0.1472,3.2944
652,26089011,6.9701,9.1491
653,25680749,3.8307,2.5042
654,15786882,1.1059,2.8105
655,10528471,1.5942,7.1435
656,23440459,5.7229,0.5707
657,3631906,2.1684,6.8054
658,3432993,7.5045,6.03
659,5671303,2.558,2.0715
660,22191735,9.307,3.0448
661,14555918,3.2439,9.0612
662,7462741,0.5958,4.4262
663,20041969,6.4372,6.6247
664,7063641,4.9014,9.6715
665,15595724,5.1533,9.344
666,11909812,2.4484,4.5382
667,16316289,6.8854,1.9398
668,16496050,8.558,0.8026
669,15688173,9.3482,6.6248
670,7670337,7.5449,7.899
671,2662397,5.1445,7.8897
672,13202255,3.3943,0.0099
673,2165664,9.3225,7.991
674,5907049,8.735,2.0731
675,3134822,2.03,0.4025
676,6474103,0.9258,5.3944
677,11201440,5.775,1.5863
678,16535237,7.7617,3.8082
679,15098714,7.1714,6.4099
680,18839878,4.2443,5.996
681,16084492,3.7822,5.0653
682,24069821,5.3896,1.6312
683,23074702,7.0605,4.8622
684,15013442,2.8107,1.7399
685,18954115,9.704,9.7866
686,24896621,8.3929,7.6459
687,19580650,8.5369,3.595
688,12700773,6.9369,3.7999
689,24761392,7.8503,4.4039
690,18258967,2.9486,5.5155
691,27658477,0.0398,1.764
692,2921823,6.2678,6.2625
693,2615935,0.7785,1.2477
694,6207166,6.5688,7.7937
695,8567945,4.5531,5.2805
696,12571862,5.7229,1.1393
697,10048976,9.2164,7.3869
698,7833282,8.513,3.1117
699,25012608,0.3582,8.0702
700,16062595,9.4089,4.4161
701,10307370,6.7282,1.8813
702,24103840,1.5965,9.8336
703,419373,6.1596,2.1772
704,4046860,8.4628,9.7342
705,5471341,7.0779,9.39
706,8172034,3.7268,0.3747
707,19406853,8.246,5.0027
708,11450145,9.1813,1.6782
709,2526153,6.2137,4.1148
710,26462147,4.5261,3.7051
711,6773370,7.8987,0.3074
712,20842615,7.1291,5.2891
713,7208939,4.7573,8.0454
714,8912797,3.1972,2.8079
715,3271908,4.6931,1.7347
716,5592968,5.6443,3.034
717,9216057,9.1682,0.0977
718,25942824,5.1603,0.2334
719,12683761,2.6753,1.7028
720,3603240,1.7566,1.3198
721,19875310,1.3358,4.3084
722,8172288,4.0534,6.1664
723,13990501,6.4707,5.2785
724,24114386,6.0522,5.868
725,6401767,9.2527,5.0849
726,6895483,6.9941,4.5723
727,28510266,9.6884,8.2598
728,14568707,6.8034,7.1382
729,9657932,3.9982,0.6836
730,8367087,6.1877,4.569
731,21807103,0.5718,0.3089
732,6695108,2.5139,0.1338
733,22535218,3.5411,4.4923
734,20234844,8.4339,6.691
735,20337307,5.9686,9.3392
736,26293498,5.844,7.7006
737,27867700,0.4095,3.7807
738,11224340,7.5978,1.9789
739,6669941,7.0005,7.8691
740,25300782,0.3291,1.9279
741,6309341,3.4406,0.1605
742,23136419,7.2986,4.7895
743,15167178,1.1928,9.5144
744,15383914,5.453,9.2095
745,8515935,4.0219,9.2142
746,10688087,2.2806,1.9889
747,8435231,5.4966,6.1638
748,23863405,4.5037,7.6381
749,25614489,2.9465,3.3309
750,8229562,9.3985,0.6104
751,15530210,6.7426,4.1835
752,3760806,7.9194,3.3142
753,11459372,1.8618,6.8274
754,8849666,8.8491,2.3615
755,111095,1.0419,7.5487
756,22273532,2.8501,6.5012
757,1563548,7.9691,6.0959
758,970683,3.0747,6.8285
759,4484347,7.9535,4.2363
760,16264632,1.5704,1.7176
761,14928242,7.9072,3.2453
762,5374195,1.9384,6.5999
763,17418697,2.5578,4.325
764,22332791,2.379,5.1587
765,24274717,1.525,4.8606
766,7315871,6.9005,2.0125
767,26616164,8.9529,8.9047
768,292463,2.3333,3.6789
769,8301300,3.8351,9.793
770,18380810,7.6088,5.883
771,20066954,7.9627,3.974
772,9023242,2.7756,0.6319
773,21421021,0.061,0.433
774,16744942,4.5933,0.0062
775,28089731,3.8452,6.0225
776,2771698,1.7085,4.8045
777,19624378,0.6681,6.2756
778,16261652,8.2576,1.5753
779,9163832,5.2572,3.2946
780,7587178,0.8926,1.5324
781,6663169,8.7815,7.5333
782,19039646,6.3394,7.1182
783,5888543,7.2891,7.3616
784,12062659,9.6467,9.4527
785,8143262,6.8464,0.7224
786,26123373,7.946,7.2842
787,8328957,4.8708,0.6956
788,13217541,5.108,1.3631
789,24772807,1.3575,2.0559
790,8737621,9.4447,0.9848
791,8839712,1.4338,7.9245
792,23205032,0.5602,3.9306
793,6916673,8.2345,3.0601
794,27749996,1.2808,0.0494
795,18425252,4.2389,6.926
796,3956202,6.8755,7.0178
797,25067144,4.2334,3.6345
798,24444682,9.3519,6.6002
799,21284906,4.972,1.3114
800,28623654,1.0165,8.6982
801,8917441,7.5608,0.9128
802,15826505,7.0812,2.1073
803,19424473,5.4817,7.6783
804,21675421,7.7234,8.2374
805,16281238,5.6374,3.5607
806,10698867,9.0572,5.602
807,15607478,9.1431,2.3543
808,20009826,2.9677,9.7866
809,15232818,1.1777,2.9676
810,16065142,7.224,6.4047
811,23026143,7.1365,4.418
812,22811579,8.8647,2.0275
813,20215981,8.5663,2.9707
814,12015086,8.2204,5.6864
815,24054281,2.1251,9.2282
816,25351902,0.168,2.7316
817,2762124,2.6878,5.437
818,4419505,1.8295,5.101
819,13293206,7.0693,5.5431
820,2955647,6.8509,4.2025
821,6805093,1.2921,7.775
822,18297937,4.1882,6.8283
823,22402014,4.9128,7.4661
824,17799593,6.4574,1.3222
825,6133170,0.7538,5.4142
826,23555993,7.3847,3.6622
827,28449142,3.2533,8.3425
828,15663155,5.9044,2.6762
829,26078170,5.5906,9.5341
830,13507825,3.7996,0.9425
831,1793421,5.8964,2.561
832,22006008,8.6532,7.9321
833,16042381,8.5723,5.5058
834,7026498,8.4505,1.6714
835,905848,4.2314,3.0964
836,25633162,9.2703,5.5989
837,23359527,9.8937,0.0695
838,5386892,3.5515,9.9405
839,7491868,0.1906,8.3552
840,20905047,5.9558,1.6974
841,22537873,0.8138,6.0581
842,26316437,1.9183,2.7043
843,19496688,9.8824,5.3599
844,24350442,2.0116,2.4044
845,28510076,5.2804,0.7749
846,25386589,2.8357,9.2079
847,27439609,4.4945,0.7452
848,23028490,7.3294,5.5744
849,21023340,0.8452,5.1454
850,5531621,2.6733,6.9106
851,15886897,8.8917,8.9566
852,25122838,1.6685,6.2817
853,14079336,5.6894,1.0148
854,12960642,9.7668,2.8272
855,9177746,7.168,1.6164
856,17001675,3.3512,1.075
857,27841127,6.113,6.0645
858,19776324,8.9918,4.1237
859,13990824,6.7514,0.538
860,28383804,8.5238,1.7738
861,29074545,0.6012,0.6549
862,19923783,1.3747,7.0741
863,7482024,1.5762,6.9051
864,26371504,9.2077,9.6438
865,9519334,6.8057,5.8083
866,25357012,7.0643,3.9111
867,20403456,8.7555,1.8695
868,26180855,6.2451,2.7722
869,2553419,7.0614,5.3657
870,13542162,1.341,7.7992
871,6395980,5.5532,0.2935
872,1229794,5.3507,1.3199
873,27572163,4.8483,0.2389
874,16474168,4.2342,1.1713
875,23658407,5.9221,9.9122
876,18224966,3.2997,7.7054
877,7357831,1.8422,8.4961
878,3613896,9.4359,9.227
879,4814275,4.0616,1.2341
880,27858316,3.0133,9.4394
881,15626603,4.2607,6.4255
882,26848063,7.3428,3.7049
883,13984614,5.0068,5.5994
884,25502525,6.2967,8.7799
885,2755675,9.8549,4.4119
886,19681151,8.3259,5.5389
